instance,alpha,obj_value,time
MDG-a_19_n500_m50,0.2,7692.81,15.097746133804321
MDG-a_19_n500_m50,0.3,7696.19,15.019874572753906
MDG-a_19_n500_m50,0.4,7729.880000000003,15.11549711227417
MDG-a_19_n500_m50,0.5,7679.049999999998,15.02238130569458
MDG-a_19_n500_m50,0.6,7685.169999999999,22.828657388687134
MDG-a_19_n500_m50,0.7,7648.430000000001,15.115962982177734
MDG-a_19_n500_m50,0.8,7695.580000000002,15.032937049865723
MDG-a_19_n500_m50,0.9,7664.790000000001,15.139508724212646
MDG-a_19_n500_m50,1,7687.620000000002,15.2031569480896
MDG-a_19_n500_m50,-1,7667.539999999997,15.03755497932434
MDG-a_1_100_m10,0,360.1500000000001,15.000476837158203
MDG-a_1_100_m10,0.1,360.1500000000002,15.000797986984253
MDG-a_1_100_m10,0.2,360.1500000000002,15.000776052474976
MDG-a_1_100_m10,0.3,360.15000000000015,15.001094818115234
MDG-a_1_100_m10,0.4,360.1500000000002,15.001145124435425
MDG-a_1_100_m10,0.5,360.15000000000015,15.00039792060852
MDG-a_1_100_m10,0.6,360.15000000000015,15.00118350982666
MDG-a_1_100_m10,0.7,360.1500000000002,15.003947973251343
MDG-a_1_100_m10,0.8,360.1500000000001,15.00023102760315
MDG-a_1_100_m10,0.9,360.1500000000002,15.006744861602783
MDG-a_1_100_m10,1,360.1500000000002,15.00786566734314
MDG-a_1_100_m10,-1,360.1500000000001,15.003960132598877
MDG-a_20_100_m10,0,349.31,15.001030206680298
MDG-a_20_100_m10,0.1,349.31000000000006,15.000545501708984
MDG-a_20_100_m10,0.2,349.31000000000006,15.000303030014038
MDG-a_20_100_m10,0.3,349.31000000000006,15.00420594215393
MDG-a_20_100_m10,0.4,349.31000000000006,15.005075931549072
MDG-a_20_100_m10,0.5,349.3100000000002,15.00321626663208
MDG-a_20_100_m10,0.6,349.31000000000006,15.004404306411743
MDG-a_20_100_m10,0.7,349.3100000000002,15.002745389938354
MDG-a_20_100_m10,0.8,349.31000000000006,15.004108905792236
MDG-a_20_100_m10,0.9,349.3100000000001,15.000733375549316
MDG-a_20_100_m10,1,349.31000000000006,15.001033782958984
MDG-a_20_100_m10,-1,349.3100000000002,15.00861668586731
MDG-a_20_n500_m50,0,7685.75,15.049204111099243
MDG-a_20_n500_m50,0.1,7678.870000000002,15.001106023788452
MDG-a_20_n500_m50,0.2,7681.590000000002,15.34461760520935
MDG-a_20_n500_m50,0.3,7700.52,15.002872943878174
MDG-a_20_n500_m50,0.4,7663.600000000002,15.08817720413208
MDG-a_20_n500_m50,0.5,7675.190000000002,15.16034984588623
MDG-a_20_n500_m50,0.6,7657.200000000006,15.059539318084717
MDG-a_20_n500_m50,0.7,7638.5099999999975,15.028891324996948
MDG-a_20_n500_m50,0.8,7658.919999999998,15.019369840621948
MDG-a_20_n500_m50,0.9,7654.480000000001,15.546749830245972
MDG-a_20_n500_m50,1,7654.449999999998,15.210730791091919
MDG-a_20_n500_m50,-1,7691.39,15.360654830932617
MDG-a_2_n500_m50,0,7701.429999999998,15.005693435668945
MDG-a_2_n500_m50,0.1,7693.18,15.156539678573608
MDG-a_2_n500_m50,0.2,7707.749999999997,15.079645872116089
MDG-a_2_n500_m50,0.3,7686.1299999999965,15.067105293273926
MDG-a_2_n500_m50,0.4,7700.330000000005,15.248689413070679
MDG-a_2_n500_m50,0.5,7655.959999999997,15.108512878417969
MDG-a_2_n500_m50,0.6,7707.859999999999,15.103904962539673
MDG-a_2_n500_m50,0.7,7685.959999999999,15.271373271942139
MDG-a_2_n500_m50,0.8,7679.009999999997,15.307952404022217
MDG-a_2_n500_m50,0.9,7689.430000000001,15.13574743270874
MDG-a_2_n500_m50,1,7663.869999999999,15.204724073410034
MDG-a_2_n500_m50,-1,7691.200000000001,15.104537725448608
MDG-a_4_100_m10,0,353.51,15.001340389251709
MDG-a_4_100_m10,0.1,355.72000000000014,15.000129222869873
MDG-a_4_100_m10,0.2,355.72000000000014,15.001241683959961
MDG-a_4_100_m10,0.3,355.72000000000025,15.004888772964478
MDG-a_4_100_m10,0.4,355.7200000000002,15.00262451171875
MDG-a_4_100_m10,0.5,355.72000000000014,15.001802206039429
MDG-a_4_100_m10,0.6,355.72000000000014,15.000681638717651
MDG-a_4_100_m10,0.7,355.72000000000014,15.007068872451782
MDG-a_4_100_m10,0.8,355.72000000000025,15.001127004623413
MDG-a_4_100_m10,0.9,355.72000000000014,15.001201629638672
MDG-a_4_100_m10,1,355.72000000000014,15.002997398376465
MDG-a_4_100_m10,-1,355.72000000000014,15.003099918365479
MDG-a_5_n500_m50,0,7735.399999999999,15.0038743019104
MDG-a_5_n500_m50,0.1,7692.929999999999,15.102702856063843
MDG-a_5_n500_m50,0.2,7684.369999999996,15.140456438064575
MDG-a_5_n500_m50,0.3,7642.919999999994,15.274317741394043
MDG-a_5_n500_m50,0.4,7657.9299999999985,15.28101396560669
MDG-a_5_n500_m50,0.5,7666.0700000000015,15.18018388748169
MDG-a_5_n500_m50,0.6,7684.099999999999,15.010825872421265
MDG-a_5_n500_m50,0.7,7654.930000000001,2874.5321836471558
MDG-a_5_n500_m50,0.8,7649.690000000003,15.042786121368408
MDG-a_5_n500_m50,0.9,7677.04,15.015811920166016
MDG-a_5_n500_m50,1,7674.609999999997,15.023138999938965
MDG-a_5_n500_m50,-1,7699.209999999998,15.179454326629639
MDG-a_6_n500_m50,0,7725.329999999998,15.019205331802368
MDG-a_6_n500_m50,0.1,7739.000000000001,15.15305757522583
MDG-a_6_n500_m50,0.2,7702.589999999997,15.106383323669434
MDG-a_6_n500_m50,0.3,7674.799999999996,15.240103006362915
MDG-a_6_n500_m50,0.4,7731.49,15.121225595474243
MDG-a_6_n500_m50,0.5,7690.580000000001,15.199350833892822
MDG-a_6_n500_m50,0.6,7648.679999999998,15.132402181625366
MDG-a_6_n500_m50,0.7,7690.280000000003,15.520136594772339
MDG-a_6_n500_m50,0.8,7700.009999999997,15.09919810295105
MDG-a_6_n500_m50,0.9,7720.089999999999,15.473100185394287
MDG-a_6_n500_m50,1,7708.909999999998,15.060584545135498
MDG-a_6_n500_m50,-1,7680.92,15.146037578582764
MDG-a_9_n500_m50,0,7715.720000000001,15.02743935585022
MDG-a_9_n500_m50,0.1,7702.639999999999,15.056872129440308
MDG-a_9_n500_m50,0.2,7693.470000000001,15.067102909088135
MDG-a_9_n500_m50,0.3,7702.669999999998,15.278732061386108
MDG-a_9_n500_m50,0.4,7677.150000000001,15.140108585357666
MDG-a_9_n500_m50,0.5,7706.599999999999,15.029364824295044
MDG-a_9_n500_m50,0.6,7675.190000000003,15.186682224273682
MDG-a_9_n500_m50,0.7,7736.990000000005,15.00999927520752
MDG-a_9_n500_m50,0.8,7701.689999999993,15.352458000183105
MDG-a_9_n500_m50,0.9,7671.1399999999985,15.268211603164673
MDG-a_9_n500_m50,1,7681.810000000002,15.180151224136353
MDG-a_9_n500_m50,-1,7717.33,15.367253303527832
