instance,alpha,obj_value,time
MDG-a_16_n500_m50,0,7783.639999999999,60.00518822669983
MDG-a_16_n500_m50,0.1,7770.950000000003,60.02634811401367
MDG-a_16_n500_m50,0.2,7768.639999999999,60.06398868560791
MDG-a_16_n500_m50,0.3,7737.08,60.0021710395813
MDG-a_16_n500_m50,0.4,7789.240000000002,60.056260108947754
MDG-a_16_n500_m50,0.5,7745.769999999997,60.106460094451904
MDG-a_16_n500_m50,0.6,7761.389999999999,60.15355134010315
MDG-a_16_n500_m50,0.7,7742.42,60.06550574302673
MDG-a_16_n500_m50,0.8,7753.249999999998,60.009430170059204
MDG-a_16_n500_m50,0.9,7741.52,60.12900996208191
MDG-a_16_n500_m50,1,7767.889999999998,60.05694913864136
MDG-a_16_n500_m50,-1,7746.4800000000005,60.0540030002594
MDG-a_17_n500_m50,0,7738.919999999997,60.01036238670349
MDG-a_17_n500_m50,0.1,7759.81,60.032644271850586
MDG-a_17_n500_m50,0.2,7764.990000000004,60.052168130874634
MDG-a_17_n500_m50,0.3,7757.009999999997,60.02121138572693
MDG-a_17_n500_m50,0.4,7772.810000000001,60.10493516921997
MDG-a_17_n500_m50,0.5,7766.370000000004,60.06987023353577
MDG-a_17_n500_m50,0.6,7732.049999999999,60.002211809158325
MDG-a_17_n500_m50,0.7,7757.590000000002,60.089213609695435
MDG-a_17_n500_m50,0.8,7782.899999999992,60.04603695869446
MDG-a_17_n500_m50,0.9,7765.15,60.033708810806274
MDG-a_17_n500_m50,1,7720.769999999997,60.036616802215576
MDG-a_17_n500_m50,-1,7731.93,60.13250374794006
MDG-a_19_n500_m50,0,7743.030000000001,60.022873878479004
MDG-a_19_n500_m50,0.1,7729.7699999999995,60.0036404132843
MDG-a_19_n500_m50,0.2,7701.789999999997,60.046438217163086
MDG-a_19_n500_m50,0.3,7720.190000000002,60.05674457550049
MDG-a_19_n500_m50,0.4,7717.439999999998,60.02639698982239
MDG-a_19_n500_m50,0.5,7709.929999999993,60.01428461074829
MDG-a_19_n500_m50,0.6,7725.92,60.00417995452881
MDG-a_19_n500_m50,0.7,7726.3200000000015,60.099815130233765
MDG-a_19_n500_m50,0.8,7715.889999999999,60.10216975212097
MDG-a_19_n500_m50,0.9,7690.5599999999995,60.07146978378296
MDG-a_19_n500_m50,1,7712.010000000001,60.00020956993103
MDG-a_19_n500_m50,-1,7721.789999999993,60.1723051071167
MDG-a_1_100_m10,0,360.1500000000001,60.000104904174805
MDG-a_1_100_m10,0.1,360.1500000000002,60.000115394592285
MDG-a_1_100_m10,0.2,360.1500000000002,60.00019860267639
MDG-a_1_100_m10,0.3,360.1500000000002,60.00072360038757
MDG-a_1_100_m10,0.4,360.1500000000002,60.00300908088684
MDG-a_1_100_m10,0.5,360.1500000000002,60.0017569065094
MDG-a_1_100_m10,0.6,360.1500000000002,60.00063753128052
MDG-a_1_100_m10,0.7,360.1500000000002,60.000147104263306
MDG-a_1_100_m10,0.8,360.1500000000002,60.00002908706665
MDG-a_1_100_m10,0.9,360.1500000000002,60.00109100341797
MDG-a_1_100_m10,1,360.1500000000002,60.00135087966919
MDG-a_1_100_m10,-1,360.1500000000002,60.00155782699585
MDG-a_20_100_m10,0,349.31,60.00314903259277
MDG-a_20_100_m10,0.1,349.3100000000002,60.000006914138794
MDG-a_20_100_m10,0.2,349.3100000000002,60.00189828872681
MDG-a_20_100_m10,0.3,349.3100000000002,60.00368690490723
MDG-a_20_100_m10,0.4,349.3100000000002,60.001007080078125
MDG-a_20_100_m10,0.5,349.3100000000002,60.001068115234375
MDG-a_20_100_m10,0.6,349.3100000000002,60.001338481903076
MDG-a_20_100_m10,0.7,349.3100000000002,60.0000524520874
MDG-a_20_100_m10,0.8,349.3100000000002,60.001970529556274
MDG-a_20_100_m10,0.9,349.3100000000002,60.00127100944519
MDG-a_20_100_m10,1,349.3100000000002,60.0004096031189
MDG-a_20_100_m10,-1,349.3100000000002,60.000529050827026
MDG-a_20_n500_m50,0,7715.279999999999,60.00952672958374
MDG-a_20_n500_m50,0.1,7703.910000000001,60.0480432510376
MDG-a_20_n500_m50,0.2,7704.280000000001,60.04002928733826
MDG-a_20_n500_m50,0.3,7704.550000000002,60.012072801589966
MDG-a_20_n500_m50,0.4,7696.719999999996,60.019439697265625
MDG-a_20_n500_m50,0.5,7695.260000000001,60.09806251525879
MDG-a_20_n500_m50,0.6,7689.360000000001,60.0702850818634
MDG-a_20_n500_m50,0.7,7717.960000000002,60.05116367340088
MDG-a_20_n500_m50,0.8,7695.300000000003,60.058640480041504
MDG-a_20_n500_m50,0.9,7712.959999999997,60.14764380455017
MDG-a_20_n500_m50,1,7704.820000000002,60.14501643180847
MDG-a_20_n500_m50,-1,7703.610000000001,60.0139274597168
MDG-a_2_n500_m50,0,7704.52,60.00673174858093
MDG-a_2_n500_m50,0.1,7736.6100000000015,60.003013372421265
MDG-a_2_n500_m50,0.2,7718.369999999996,60.03456234931946
MDG-a_2_n500_m50,0.3,7734.919999999998,60.07763886451721
MDG-a_2_n500_m50,0.4,7720.250000000001,60.05334115028381
MDG-a_2_n500_m50,0.5,7707.410000000001,60.04851245880127
MDG-a_2_n500_m50,0.6,7734.619999999997,60.12741160392761
MDG-a_2_n500_m50,0.7,7719.42,60.14509630203247
MDG-a_2_n500_m50,0.8,7715.100000000001,60.033037424087524
MDG-a_2_n500_m50,0.9,7720.0999999999985,60.02761626243591
MDG-a_2_n500_m50,1,7736.560000000002,60.1626398563385
MDG-a_2_n500_m50,-1,7716.71,60.04321336746216
MDG-a_4_100_m10,0,353.51,60.000187158584595
MDG-a_4_100_m10,0.1,355.72000000000014,60.002108335494995
MDG-a_4_100_m10,0.2,355.7200000000002,60.000032901763916
MDG-a_4_100_m10,0.3,355.72000000000025,60.00156545639038
MDG-a_4_100_m10,0.4,355.72000000000025,60.000208377838135
MDG-a_4_100_m10,0.5,355.72000000000025,60.00038433074951
MDG-a_4_100_m10,0.6,355.7200000000002,60.00056600570679
MDG-a_4_100_m10,0.7,355.72000000000025,60.001147985458374
MDG-a_4_100_m10,0.8,355.72000000000025,60.00018835067749
MDG-a_4_100_m10,0.9,355.72000000000025,60.00026988983154
MDG-a_4_100_m10,1,355.72000000000025,60.001280546188354
MDG-a_4_100_m10,-1,355.7200000000002,60.00170421600342
MDG-a_5_n500_m50,0,7735.399999999999,60.00711798667908
MDG-a_5_n500_m50,0.1,7748.51,60.0329909324646
MDG-a_5_n500_m50,0.2,7705.420000000003,60.03798317909241
MDG-a_5_n500_m50,0.3,7686.820000000005,60.00869131088257
MDG-a_5_n500_m50,0.4,7698.339999999998,60.07972025871277
MDG-a_5_n500_m50,0.5,7743.620000000001,60.0111129283905
MDG-a_5_n500_m50,0.6,7722.040000000005,60.03534412384033
MDG-a_5_n500_m50,0.7,7719.99,60.05368781089783
MDG-a_5_n500_m50,0.8,7746.359999999997,60.15793752670288
MDG-a_5_n500_m50,0.9,7703.029999999997,60.106263160705566
MDG-a_5_n500_m50,1,7706.510000000006,60.08003211021423
MDG-a_5_n500_m50,-1,7711.5800000000045,60.0868935585022
MDG-a_6_n500_m50,0,7742.949999999999,60.03272104263306
MDG-a_6_n500_m50,0.1,7748.389999999998,60.04785656929016
MDG-a_6_n500_m50,0.2,7745.609999999998,60.027182817459106
MDG-a_6_n500_m50,0.3,7730.729999999999,60.050307512283325
MDG-a_6_n500_m50,0.4,7749.489999999998,60.04111099243164
MDG-a_6_n500_m50,0.5,7753.319999999998,60.018434286117554
MDG-a_6_n500_m50,0.6,7737.220000000003,60.03422689437866
MDG-a_6_n500_m50,0.7,7751.229999999995,60.039955615997314
MDG-a_6_n500_m50,0.8,7702.079999999999,60.1717586517334
MDG-a_6_n500_m50,0.9,7720.549999999998,60.01124143600464
MDG-a_6_n500_m50,1,7742.950000000001,60.10998797416687
MDG-a_6_n500_m50,-1,7731.409999999999,60.130979776382446
MDG-a_9_n500_m50,0,7729.810000000002,60.03468322753906
MDG-a_9_n500_m50,0.1,7755.75,60.049999713897705
MDG-a_9_n500_m50,0.2,7743.460000000003,60.006397008895874
MDG-a_9_n500_m50,0.3,7741.409999999998,60.015708684921265
MDG-a_9_n500_m50,0.4,7735.590000000002,60.0797336101532
MDG-a_9_n500_m50,0.5,7731.370000000004,60.01926302909851
MDG-a_9_n500_m50,0.6,7748.269999999999,60.03848648071289
MDG-a_9_n500_m50,0.7,7736.319999999996,60.089855670928955
MDG-a_9_n500_m50,0.8,7737.119999999998,60.00968074798584
MDG-a_9_n500_m50,0.9,7742.35,60.04421257972717
MDG-a_9_n500_m50,1,7729.259999999999,60.150214195251465
MDG-a_9_n500_m50,-1,7746.430000000006,60.111417055130005
