instance,alpha,obj_value,time
MDG-a_20_100_m10,0.5,349.3100000000002,5.000435829162598
MDG-a_20_100_m10,0.6,349.31000000000006,5.000459432601929
MDG-a_20_100_m10,0.7,349.31000000000006,5.000828981399536
MDG-a_20_100_m10,0.8,349.3100000000001,5.000845193862915
MDG-a_20_100_m10,0.9,349.31000000000006,5.0009214878082275
MDG-a_20_100_m10,1,349.31000000000006,5.001187324523926
MDG-a_20_100_m10,-1,349.3100000000001,5.003708362579346
MDG-a_20_n500_m50,0,7693.0199999999995,5.00200629234314
MDG-a_20_n500_m50,0.1,7678.320000000002,5.0693254470825195
MDG-a_20_n500_m50,0.2,7696.82,5.0006020069122314
MDG-a_20_n500_m50,0.3,7656.730000000001,5.054267644882202
MDG-a_20_n500_m50,0.4,7683.209999999996,5.058813571929932
MDG-a_20_n500_m50,0.5,7635.709999999996,5.1216325759887695
MDG-a_20_n500_m50,0.6,7647.109999999998,5.004229307174683
MDG-a_20_n500_m50,0.7,7649.959999999996,5.077803373336792
MDG-a_20_n500_m50,0.8,7621.399999999998,5.069187164306641
MDG-a_20_n500_m50,0.9,7656.81,5.0410072803497314
MDG-a_20_n500_m50,1,7619.5799999999945,5.02424955368042
MDG-a_20_n500_m50,-1,7662.71,5.045965671539307
MDG-a_2_n500_m50,0,7704.52,5.009556770324707
MDG-a_2_n500_m50,0.1,7712.73,5.03565526008606
MDG-a_2_n500_m50,0.2,7669.119999999998,5.036276340484619
MDG-a_2_n500_m50,0.3,7673.700000000001,5.011990308761597
MDG-a_2_n500_m50,0.4,7710.770000000002,5.094698667526245
MDG-a_2_n500_m50,0.5,7658.560000000002,5.064863681793213
MDG-a_2_n500_m50,0.6,7728.660000000003,5.029000759124756
MDG-a_2_n500_m50,0.7,7683.88,5.106304407119751
MDG-a_2_n500_m50,0.8,7636.969999999996,5.090660333633423
MDG-a_2_n500_m50,0.9,7703.800000000001,5.107820510864258
MDG-a_2_n500_m50,1,7656.009999999998,5.1056036949157715
MDG-a_2_n500_m50,-1,7695.81,5.094041347503662
MDG-a_4_100_m10,0,353.51,5.00056004524231
MDG-a_4_100_m10,0.1,355.72000000000014,5.000517129898071
MDG-a_4_100_m10,0.2,355.72000000000014,5.000847816467285
MDG-a_4_100_m10,0.3,355.72000000000014,5.001524448394775
MDG-a_4_100_m10,0.4,355.72000000000014,5.001237630844116
MDG-a_4_100_m10,0.5,355.72000000000025,5.000818729400635
MDG-a_4_100_m10,0.6,355.72000000000014,5.0010740756988525
MDG-a_4_100_m10,0.7,355.7200000000002,5.001222610473633
MDG-a_4_100_m10,0.8,355.72000000000014,5.001850605010986
MDG-a_4_100_m10,0.9,355.72000000000014,5.001882553100586
MDG-a_4_100_m10,1,355.7200000000002,5.001372814178467
MDG-a_4_100_m10,-1,355.72000000000025,5.000429630279541
MDG-a_5_n500_m50,0,7692.810000000003,5.003291368484497
MDG-a_5_n500_m50,0.1,7679.64,5.004971265792847
MDG-a_5_n500_m50,0.2,7710.840000000001,5.084623575210571
MDG-a_5_n500_m50,0.3,7689.45,5.073029279708862
MDG-a_5_n500_m50,0.4,7634.940000000003,5.002188682556152
MDG-a_5_n500_m50,0.5,7658.28,5.006957054138184
MDG-a_5_n500_m50,0.6,7672.590000000005,5.100809812545776
MDG-a_5_n500_m50,0.7,7700.540000000001,5.01446795463562
MDG-a_5_n500_m50,0.8,7644.270000000002,5.007371425628662
MDG-a_5_n500_m50,0.9,7639.809999999996,5.1553544998168945
MDG-a_5_n500_m50,1,7657.580000000005,5.119874954223633
MDG-a_5_n500_m50,-1,7697.510000000002,5.102897644042969
MDG-a_6_n500_m50,0,7721.259999999999,5.022832870483398
MDG-a_6_n500_m50,0.1,7710.249999999999,5.04553747177124
MDG-a_6_n500_m50,0.2,7744.34,5.010683536529541
MDG-a_6_n500_m50,0.3,7738.289999999997,5.0429675579071045
MDG-a_6_n500_m50,0.4,7685.970000000001,5.006342887878418
MDG-a_6_n500_m50,0.5,7678.379999999999,5.085766553878784
MDG-a_6_n500_m50,0.6,7721.680000000004,5.059446811676025
MDG-a_6_n500_m50,0.7,7702.989999999998,5.101139783859253
MDG-a_6_n500_m50,0.8,7755.8600000000015,5.057750463485718
MDG-a_6_n500_m50,0.9,7696.740000000001,5.156001329421997
MDG-a_6_n500_m50,1,7721.149999999999,5.034630060195923
MDG-a_6_n500_m50,-1,7722.279999999998,5.061516523361206
MDG-a_9_n500_m50,0,7722.5599999999995,5.02278995513916
MDG-a_9_n500_m50,0.1,7708.369999999999,5.04439902305603
MDG-a_9_n500_m50,0.2,7690.679999999998,5.070130348205566
MDG-a_9_n500_m50,0.3,7694.120000000005,5.085181713104248
MDG-a_9_n500_m50,0.4,7685.6299999999965,5.036941289901733
MDG-a_9_n500_m50,0.5,7709.339999999998,5.061283826828003
MDG-a_9_n500_m50,0.6,7666.549999999997,5.122156143188477
MDG-a_9_n500_m50,0.7,7735.240000000001,5.040823698043823
MDG-a_9_n500_m50,0.8,7701.420000000001,5.049349546432495
MDG-a_9_n500_m50,0.9,7711.089999999997,5.0971574783325195
MDG-a_9_n500_m50,1,7666.970000000003,5.074926376342773
MDG-a_9_n500_m50,-1,7742.989999999999,5.040529251098633
