instance,alpha,obj_value,time
MDG-a_10_100_m10,0,352.72,0.010411500930786133
MDG-a_10_100_m10,0.1,351.68000000000006,0.012134552001953125
MDG-a_10_100_m10,0.2,347.46999999999997,0.010777473449707031
MDG-a_10_100_m10,0.3,334.44000000000005,0.010685443878173828
MDG-a_10_100_m10,0.4,333.71,0.010765552520751953
MDG-a_10_100_m10,0.5,343.54,0.010561227798461914
MDG-a_10_100_m10,0.6,337.08000000000004,0.012181520462036133
MDG-a_10_100_m10,0.7,335.85,0.011901140213012695
MDG-a_10_100_m10,0.8,351.9,0.011783838272094727
MDG-a_10_100_m10,0.9,346.23999999999995,0.012587785720825195
MDG-a_10_100_m10,1,352.35,0.011966466903686523
MDG-a_10_100_m10,-1,337.01,0.01070547103881836
MDG-a_12_100_m10,0,354.24999999999994,0.01162266731262207
MDG-a_12_100_m10,0.1,344.10999999999996,0.010865211486816406
MDG-a_12_100_m10,0.2,343.15999999999997,0.011118412017822266
MDG-a_12_100_m10,0.3,343.03999999999996,0.010034799575805664
MDG-a_12_100_m10,0.4,342.28,0.011263608932495117
MDG-a_12_100_m10,0.5,347.4200000000001,0.011793375015258789
MDG-a_12_100_m10,0.6,342.4899999999999,0.012637853622436523
MDG-a_12_100_m10,0.7,345.56,0.011005878448486328
MDG-a_12_100_m10,0.8,338.76000000000005,0.013036012649536133
MDG-a_12_100_m10,0.9,351.81999999999994,0.012461185455322266
MDG-a_12_100_m10,1,348.2199999999999,0.013105154037475586
MDG-a_12_100_m10,-1,345.82,0.011073112487792969
MDG-a_13_n500_m50,0,7646.070000000001,0.02351546287536621
MDG-a_13_n500_m50,0.1,7574.109999999999,0.03625011444091797
MDG-a_13_n500_m50,0.2,7651.170000000004,0.12987852096557617
MDG-a_13_n500_m50,0.3,7625.339999999999,0.13535094261169434
MDG-a_13_n500_m50,0.4,7549.760000000004,0.1193537712097168
MDG-a_13_n500_m50,0.5,7607.429999999996,0.24127745628356934
MDG-a_13_n500_m50,0.6,7546.499999999998,0.14594817161560059
MDG-a_13_n500_m50,0.7,7521.880000000003,0.14654779434204102
MDG-a_13_n500_m50,0.8,7583.089999999997,0.14605498313903809
MDG-a_13_n500_m50,0.9,7506.930000000001,0.17647504806518555
MDG-a_13_n500_m50,1,7550.299999999999,0.16771197319030762
MDG-a_13_n500_m50,-1,7570.360000000001,0.03360772132873535
MDG-a_14_100_m10,0,354.16999999999996,0.01155996322631836
MDG-a_14_100_m10,0.1,346.87,0.010573625564575195
MDG-a_14_100_m10,0.2,346.71999999999997,0.0102691650390625
MDG-a_14_100_m10,0.3,356.05999999999995,0.01183009147644043
MDG-a_14_100_m10,0.4,349.4699999999999,0.014202594757080078
MDG-a_14_100_m10,0.5,342.68,0.010547637939453125
MDG-a_14_100_m10,0.6,346.8699999999999,0.01013326644897461
MDG-a_14_100_m10,0.7,342.41,0.011906147003173828
MDG-a_14_100_m10,0.8,341.62,0.010100603103637695
MDG-a_14_100_m10,0.9,343.2599999999999,0.01019906997680664
MDG-a_14_100_m10,1,335.69,0.01023411750793457
MDG-a_14_100_m10,-1,356.05999999999995,0.010301589965820312
MDG-a_16_n500_m50,0,7570.759999999999,0.0195462703704834
MDG-a_16_n500_m50,0.1,7518.769999999999,0.025442838668823242
MDG-a_16_n500_m50,0.2,7593.840000000001,0.05684518814086914
MDG-a_16_n500_m50,0.3,7522.729999999999,0.08324933052062988
MDG-a_16_n500_m50,0.4,7599.400000000002,0.2176826000213623
MDG-a_16_n500_m50,0.5,7531.07,0.14836788177490234
MDG-a_16_n500_m50,0.6,7618.06,0.19114398956298828
MDG-a_16_n500_m50,0.7,7578.880000000001,0.18272113800048828
MDG-a_16_n500_m50,0.8,7515.770000000002,0.1637437343597412
MDG-a_16_n500_m50,0.9,7598.93,0.1680598258972168
MDG-a_16_n500_m50,1,7606.330000000003,0.19351911544799805
MDG-a_16_n500_m50,-1,7516.760000000003,0.23015785217285156
MDG-a_17_n500_m50,0,7588.9299999999985,0.014234304428100586
MDG-a_17_n500_m50,0.1,7531.789999999999,0.03447270393371582
MDG-a_17_n500_m50,0.2,7520.849999999999,0.06922674179077148
MDG-a_17_n500_m50,0.3,7546.17,0.08355522155761719
MDG-a_17_n500_m50,0.4,7500.050000000004,0.14808964729309082
MDG-a_17_n500_m50,0.5,7539.750000000002,0.12202119827270508
MDG-a_17_n500_m50,0.6,7643.19,0.16480803489685059
MDG-a_17_n500_m50,0.7,7459.420000000004,0.1719677448272705
MDG-a_17_n500_m50,0.8,7529.55,0.15961003303527832
MDG-a_17_n500_m50,0.9,7509.390000000002,0.16048717498779297
MDG-a_17_n500_m50,1,7651.030000000004,0.20806050300598145
MDG-a_17_n500_m50,-1,7532.839999999998,0.10554075241088867
MDG-a_19_n500_m50,0,7628.92,0.10627961158752441
MDG-a_19_n500_m50,0.1,7583.9900000000025,0.059351444244384766
MDG-a_19_n500_m50,0.2,7543.730000000001,0.09545493125915527
MDG-a_19_n500_m50,0.3,7576.839999999999,0.09528684616088867
MDG-a_19_n500_m50,0.4,7526.979999999994,0.15129852294921875
MDG-a_19_n500_m50,0.5,7607.529999999998,0.19716787338256836
MDG-a_19_n500_m50,0.6,7569.759999999999,0.1817762851715088
MDG-a_19_n500_m50,0.7,7597.640000000002,0.1620030403137207
MDG-a_19_n500_m50,0.8,7535.609999999998,0.19417142868041992
MDG-a_19_n500_m50,0.9,7672.7800000000025,0.24209809303283691
MDG-a_19_n500_m50,1,7558.750000000004,0.20219063758850098
MDG-a_19_n500_m50,-1,7496.14,0.061472177505493164
MDG-a_1_100_m10,0,348.37,0.011597871780395508
