instance,alpha,obj_value,time
MDG-a_19_n500_m50,0.6,7637.419999999999,1.012037992477417
MDG-a_19_n500_m50,0.7,7679.800000000003,1.0084490776062012
MDG-a_19_n500_m50,0.8,7661.59,1.0786266326904297
MDG-a_19_n500_m50,0.9,7672.010000000001,1.0186402797698975
MDG-a_19_n500_m50,1,7655.4699999999975,1.1478378772735596
MDG-a_19_n500_m50,-1,7601.439999999999,1.0265560150146484
MDG-a_1_100_m10,0,360.1500000000001,1.000319242477417
MDG-a_1_100_m10,0.1,360.1500000000001,1.0006158351898193
MDG-a_1_100_m10,0.2,360.1500000000001,1.0001397132873535
MDG-a_1_100_m10,0.3,360.1500000000001,1.0007195472717285
MDG-a_1_100_m10,0.4,360.15000000000015,1.0009992122650146
MDG-a_1_100_m10,0.5,360.1500000000001,1.0012826919555664
MDG-a_1_100_m10,0.6,360.1500000000001,1.0019869804382324
MDG-a_1_100_m10,0.7,360.1500000000001,1.0007610321044922
MDG-a_1_100_m10,0.8,360.1500000000001,1.0008375644683838
MDG-a_1_100_m10,0.9,360.1500000000001,1.000093698501587
MDG-a_1_100_m10,1,360.1500000000001,1.0001599788665771
MDG-a_1_100_m10,-1,360.1500000000001,1.0003433227539062
MDG-a_20_100_m10,0,349.31,1.0007290840148926
MDG-a_20_100_m10,0.1,349.30999999999995,1.000828504562378
MDG-a_20_100_m10,0.2,349.31,1.00197434425354
MDG-a_20_100_m10,0.3,349.31000000000006,1.0006892681121826
MDG-a_20_100_m10,0.4,349.31000000000006,1.0025837421417236
MDG-a_20_100_m10,0.5,349.30999999999995,1.0008361339569092
MDG-a_20_100_m10,0.6,349.31000000000006,1.0012965202331543
MDG-a_20_100_m10,0.7,349.31000000000006,1.0007269382476807
MDG-a_20_100_m10,0.8,349.31,1.0011663436889648
MDG-a_20_100_m10,0.9,349.31000000000006,1.0017564296722412
MDG-a_20_100_m10,1,349.31000000000006,1.001622200012207
MDG-a_20_100_m10,-1,349.31000000000006,1.0014138221740723
MDG-a_20_n500_m50,0,7656.779999999999,1.0074081420898438
MDG-a_20_n500_m50,0.1,7659.709999999996,1.0073933601379395
MDG-a_20_n500_m50,0.2,7611.6,1.0293023586273193
MDG-a_20_n500_m50,0.3,7678.549999999995,1.0162804126739502
MDG-a_20_n500_m50,0.4,7616.680000000001,1.0325310230255127
MDG-a_20_n500_m50,0.5,7692.290000000002,1.0294835567474365
MDG-a_20_n500_m50,0.6,7564.010000000006,1.0910296440124512
MDG-a_20_n500_m50,0.7,7645.5400000000045,1.0643036365509033
MDG-a_20_n500_m50,0.8,7631.930000000007,1.1279807090759277
MDG-a_20_n500_m50,0.9,7625.880000000003,1.0807745456695557
MDG-a_20_n500_m50,1,7637.239999999998,1.1020290851593018
MDG-a_20_n500_m50,-1,7656.969999999997,1.0407848358154297
MDG-a_2_n500_m50,0,7659.250000000001,1.0055632591247559
MDG-a_2_n500_m50,0.1,7647.440000000003,1.0417702198028564
MDG-a_2_n500_m50,0.2,7695.8600000000015,1.0606739521026611
MDG-a_2_n500_m50,0.3,7666.400000000004,1.0488874912261963
MDG-a_2_n500_m50,0.4,7620.759999999994,1.067040205001831
MDG-a_2_n500_m50,0.5,7627.65,1.1500568389892578
MDG-a_2_n500_m50,0.6,7704.250000000004,1.0793023109436035
