path,alpha,iters,max_time,nsols,prop_time_grasp,local_search_before,local_search_after,random_pairs,obj_value,time_taken
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,None,355.50000000000017,0.10187792778015137
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,None,352.72,0.10646533966064453
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,None,354.9599999999999,0.1041409969329834
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,None,353.1900000000001,0.10459494590759277
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,2,355.50000000000006,0.10021710395812988
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,2,351.9000000000002,0.10297942161560059
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,2,355.5,0.10219931602478027
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,2,351.43000000000006,0.10125184059143066
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,3,354.34000000000015,0.10503458976745605
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,3,355.5000000000001,0.10257339477539062
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,3,351.96,0.10124564170837402
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,3,354.96,0.1056668758392334
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,4,354.34000000000015,0.10378074645996094
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,4,354.34000000000003,0.10660624504089355
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,4,355.50000000000006,0.10022711753845215
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,4,347.91,0.1041109561920166
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,5,355.50000000000006,0.10397768020629883
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,5,354.9600000000001,0.10188460350036621
MDG-a_10_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,5,352.71999999999997,0.10322093963623047
