path,alpha,iters,max_time,nsols,prop_time_grasp,local_search_before,local_search_after,random_pairs,obj_value,time_taken
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,None,356.0600000000001,0.10131692886352539
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,None,356.06000000000006,0.10418987274169922
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,None,352.41999999999996,0.10378694534301758
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,None,353.32000000000005,0.10595393180847168
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,2,356.0600000000001,0.10609984397888184
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,2,356.0600000000001,0.10117721557617188
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,2,356.0600000000002,0.10475277900695801
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,2,352.59000000000015,0.10510039329528809
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,3,352.59000000000015,0.10151553153991699
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,3,348.9900000000001,0.10056376457214355
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,3,356.06000000000006,0.10242199897766113
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,3,356.06,0.10367584228515625
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,4,356.0600000000001,0.10556721687316895
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,4,356.0600000000002,0.10438776016235352
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,4,356.05999999999995,0.1039421558380127
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,4,356.0600000000001,0.10007953643798828
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,True,5,356.0600000000001,0.10508966445922852
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,True,False,5,356.06,0.10271549224853516
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,True,5,356.06000000000006,0.10366034507751465
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.05,False,False,5,349.8100000000002,0.10181403160095215
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,True,True,None,356.0600000000001,0.10242414474487305
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,True,False,None,356.06000000000006,0.10730957984924316
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,False,True,None,356.06000000000006,0.1049509048461914
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,False,False,None,352.33,0.107696533203125
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,True,True,2,356.0600000000001,0.11238813400268555
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,True,False,2,356.0600000000002,0.10708332061767578
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,False,True,2,352.59000000000015,0.1119241714477539
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,False,False,2,353.3200000000001,0.10458254814147949
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,True,True,3,356.0600000000002,0.11166977882385254
MDG-a_14_100_m10.txt,0.1,999999,0.1,999999,0.1,True,False,3,356.06000000000023,0.10711812973022461
